institution_number,institution_name,type,first_date,last_date,num_months
73167,MCCLAIN COUNTY NATIONAL BANK,Originator,2010-05-01,2011-04-01,12
73167,MCCLAIN BANK,Originator,2011-05-01,2025-06-01,129
73195,KITSAP CREDIT UNION,Originator,2010-05-01,2011-02-01,8
732,"ACCEPTANCE HOME MORTGAGE, LLC",Originator,2018-11-01,2025-06-01,69
73204,GOLDEN MORTGAGE CORPORATION,Originator,2010-05-01,2010-05-01,1
73215,TRUWEST CREDIT UNION,Originator,2010-08-01,2020-03-01,48
73215,TRUWEST CREDIT UNION,Sponsor,2010-06-01,2011-02-01,8
73226,UNION STATE BANK,Originator,2010-06-01,2010-06-01,1
73231,SIXTY SIX FEDERAL CREDIT UNION,Originator,2010-05-01,2010-08-01,4
73246,JEFFERSON STATE MORTGAGE CO,Originator,2010-05-01,2011-06-01,10
73253,KIRTLAND FEDERAL CREDIT UNION,Originator,2012-06-01,2024-10-01,74
73256,OAKTREE FUNDING CORPORATION,Originator,2010-05-01,2025-06-01,154
73256,OAKTREE FUNDING CORPORATION,Sponsor,2010-05-01,2025-05-01,106
73262,HIGH COUNTRY MORTGAGE CORP,Originator,2010-05-01,2010-12-01,7
73272,PREMIER MORTGAGE SERVICES INC,Originator,2010-05-01,2025-06-01,175
73293,FIRST AMERICAN BANK,Originator,2010-05-01,2024-09-01,169
73295,COMERICA BANK,Originator,2010-05-01,2025-06-01,118
73297,ALPINE MORTGAGE SERVICES INC,Originator,2010-05-01,2011-01-01,9
733,CAMPOS FINANCIAL CORP.,Originator,2018-11-01,2025-06-01,79
733,CAMPOS FINANCIAL CORP.,Sponsor,2024-02-01,2025-05-01,3
73318,GEAUGA SAVINGS BANK,Originator,2010-10-01,2010-10-01,1
73323,ADVANCE MORTGAGE CORPORATION,Originator,2010-05-01,2015-01-01,56
73323,BANKERS MORTGAGE,Originator,2015-03-01,2016-10-01,20
73331,KENDALL MORTGAGE CORPORATION,Originator,2010-06-01,2011-02-01,4
73339,CHARTWAY FEDERAL CREDIT UNION,Originator,2010-05-01,2010-08-01,3
73345,BANK OF THE BLUEGRASS AND TR,Originator,2010-06-01,2011-03-01,8
73350,AMBECK MORTGAGE ASSOCIATES,Originator,2010-05-01,2018-03-01,95
73350,BECKAM FUNDING CORP.,Originator,2018-04-01,2021-06-01,14
73350,GENHOME MORTGAGE CORPORATION,Originator,2021-07-01,2022-12-01,18
73350,BECKAM FUNDING CORP.,Sponsor,2020-06-01,2021-06-01,11
73350,GENHOME MORTGAGE CORPORATION,Sponsor,2021-07-01,2024-08-01,36
73370,SOUTHERN MORTGAGE CO INC,Originator,2010-07-01,2010-07-01,1
73374,FRANKLIN BANK AND TRUST CO,Originator,2010-06-01,2011-01-01,6
73387,CITIZENS FIRST NATIONAL BANK,Originator,2011-05-01,2013-01-01,4
73400,CORNHUSKER BANK,Originator,2010-05-01,2019-07-01,54
73411,FEDERAL TRUST BANK FSB,Originator,2011-04-01,2011-08-01,2
73428,FIRST BANKERS MORTGAGE CORP,Originator,2010-05-01,2010-07-01,2
73428,FBMC MORTGAGE CORPORATION,Originator,2010-08-01,2010-12-01,3
73429,FARMERS AND MERCHANTS BANK,Originator,2010-05-01,2011-02-01,10
73449,GUARDIAN HOME MORTGAGE CORP,Originator,2010-05-01,2011-01-01,9
73453,SUNRISE VISTA MORTGAGE CORP,Originator,2010-05-01,2011-02-01,9
73455,REVOLUTIONARY MORTGAGE COMPANY,Originator,2010-05-01,2011-02-01,8
73480,REMINGTON MORTGAGE LTD,Originator,2010-06-01,2011-02-01,8
73497,RICE-CHURCH FINANCIAL,Originator,2010-07-01,2010-11-01,5
73513,ARKANSAS FEDERAL CREDIT UNION,Originator,2010-05-01,2013-01-01,16
73520,MULTIPLE OPTION MTG SERVICES,Originator,2010-05-01,2011-02-01,8
73527,MB FINANCIAL BANK NA,Originator,2010-05-01,2019-05-01,61
73527,MB FINANCIAL BANK NA,Sponsor,2014-09-01,2018-08-01,48
73539,BRIDGE CITY STATE BANK,Originator,2010-05-01,2010-11-01,6
73541,MORTGAGE INVESTORS GROUP,Originator,2010-05-01,2025-06-01,182
73541,MORTGAGE INVESTORS GROUP,Sponsor,2010-05-01,2025-06-01,181
73542,FLAGSHIP FINANCIAL SER INC,Originator,2010-05-01,2012-06-01,26
73577,MORTGAGE CORP OF EAST III,Originator,2010-05-01,2011-08-01,13
73588,INWOOD NATIONAL BANK DALLAS,Originator,2010-05-01,2010-12-01,4
73588,INWOOD NATIONAL BANK,Originator,2012-11-01,2025-05-01,95
73593,TORRINGTON SAVINGS BANK,Originator,2010-05-01,2010-07-01,3
73595,VECTRA BANK,Originator,2010-05-01,2016-06-01,71
736,NEW WAVE LENDING GROUP INC,Originator,2021-11-01,2025-06-01,29
736,NEW WAVE LENDING GROUP INC,Sponsor,2022-07-01,2025-05-01,25
73609,SECURITY SAVINGS BANK FSB,Originator,2010-05-01,2010-12-01,8
73635,BANKERS MORTGAGE CORPORATION,Originator,2010-07-01,2011-02-01,4
73646,PROFESSIONAL MORTGAGE SERVICES,Originator,2010-06-01,2011-01-01,8
73650,FIRST NATIONAL BANKING COMPANY,Originator,2010-06-01,2010-09-01,2
73660,NORTHWEST GEORGIA BANK,Originator,2011-05-01,2011-12-01,7
73663,PRIMELENDING A PLAINSCAPITAL COMPANY,Originator,2010-05-01,2025-06-01,182
73663,PRIMELENDING A PLAINSCAPITAL COMPANY,Sponsor,2010-05-01,2025-06-01,181
73667,ADOBE FINANCIAL CORPORATION,Originator,2010-05-01,2011-03-01,11
73675,MORTGAGE MASTER SERVICE CORP,Originator,2010-05-01,2022-12-01,149
73678,CORSE MORTGAGE CORPORATION,Originator,2010-08-01,2010-11-01,3
73686,METRO BROKERS FINANCIAL,Originator,2010-05-01,2011-02-01,10
73703,WESTWOOD MORTGAGE INC,Originator,2010-05-01,2011-03-01,10
73705,COMBANK MORTGAGE COMPANY INC,Originator,2010-05-01,2013-07-01,29
73711,PHOENIX GLOBAL MORTGAGE CORP,Originator,2010-06-01,2013-03-01,29
73725,SAIL MORTGAGE CORP,Originator,2010-05-01,2024-05-01,140
73729,PLANTATION FEDERAL BANK,Originator,2010-05-01,2012-01-01,12
73768,UNITED COMMUNITY BANK,Originator,2010-06-01,2010-07-01,2
73781,DAKOTA COUNTY STATE BANK,Originator,2010-06-01,2010-07-01,2
73788,SENTINEL FEDERAL CREDIT UNION,Originator,2011-07-01,2011-07-01,1
73797,MERIDIAN MORTGAGE FINAN CORP,Originator,2010-05-01,2011-02-01,10
73813,OCEANFIRST BANK,Originator,2010-05-01,2019-05-01,77
73813,OCEANFIRST BANK N.A.,Originator,2020-12-01,2025-06-01,21
73847,ALTANA FEDERAL CREDIT UNION,Originator,2010-05-01,2011-02-01,9
73860,MANN MORTGAGE LLC,Originator,2010-05-01,2024-12-01,176
73860,MANN MORTGAGE LLC,Sponsor,2010-05-01,2021-09-01,73
73876,SCHAEFER MORTGAGE CORP,Originator,2010-05-01,2015-05-01,61
73879,MORTGAGE NETWORK INC,Originator,2010-05-01,2011-02-01,10
73880,GM FUNDING SERVICES INC,Originator,2010-05-01,2011-01-01,3
73881,BANK OF COLORADO,Originator,2010-05-01,2025-06-01,180
73881,BANK OF COLORADO,Sponsor,2011-03-01,2018-12-01,35
73886,KENNEBEC FEDERAL SAVINGS,Originator,2011-12-01,2012-12-01,4
73890,RESIDENTIAL BANCORP,Originator,2010-05-01,2020-11-01,127
73890,"MISSION LOANS, LLC",Originator,2020-12-01,2025-06-01,55
73890,RESIDENTIAL BANCORP,Sponsor,2012-11-01,2018-11-01,70
73890,"MISSION LOANS, LLC",Sponsor,2021-11-01,2024-03-01,29
73893,CUNNINGHAM  AND  COMPANY,Originator,2010-05-01,2012-09-01,29
73893,CMC FUNDING INC,Originator,2012-10-01,2015-11-01,38
73893,CUNNINGHAM  AND  COMPANY,Sponsor,2010-05-01,2012-06-01,21
73893,CMC FUNDING INC,Sponsor,2012-10-01,2014-06-01,19
73900,SEQUOIA PACIFIC MORTGAGE CO,Originator,2010-05-01,2011-01-01,7
73908,FRANKLIN HOME FUNDING CORP,Originator,2010-05-01,2010-10-01,3
73911,GRANGER MORTGAGE CORPORATION,Originator,2010-08-01,2010-08-01,1
73916,OSWEGO COMMUNITY BANK,Originator,2010-05-01,2011-01-01,7
73918,CARROLLTON MORTGAGE CO,Originator,2010-05-01,2016-02-01,31
73918,CARROLLTON MORTGAGE CO,Sponsor,2010-06-01,2010-12-01,4
73922,FIRST CHOICE MORTGAGE SER INC,Originator,2010-05-01,2011-06-01,12
73932,OLD SECOND NATIONAL BANK AURORA,Originator,2010-05-01,2025-04-01,170
73988,SOUTHERN CRESCENT MTG INV CORP,Originator,2010-05-01,2020-06-01,37
73991,MVB MORTGAGE CORPORATION,Originator,2010-05-01,2012-10-01,29
74,NATIONWIDE BANK,Originator,2016-07-01,2016-08-01,2
74017,WESTLAND MORTGAGE CORP,Originator,2010-06-01,2011-02-01,5
74026,SIERRA VIEW FINANCIAL CORP,Originator,2010-05-01,2011-02-01,10
74033,BROADMOOR FINANCIAL SERVICES,Originator,2010-05-01,2011-04-01,10
74054,BRINKLEY MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,6
74059,THE BANK OF FAYETTE COUNTY,Originator,2010-05-01,2011-02-01,4
74088,OMEGA FINANCIAL SERVICES INC,Originator,2010-05-01,2013-12-01,43
74099,ALLSTATE FINANCIAL SERVICES,Originator,2010-05-01,2012-03-01,23
741,GENERATIONS BANK,Originator,2019-06-01,2023-12-01,11
74100,SOUTHERN MORTGAGE INVESTMENT,Originator,2010-05-01,2010-05-01,1
74115,SOUTHBANK FSB,Originator,2010-05-01,2013-10-01,21
74115,SOUTHBANK FSB,Sponsor,2011-08-01,2011-08-01,1
74131,UNITED MIDWEST SAVINGS BANK,Originator,2010-05-01,2010-08-01,4
74133,PRIME MORTGAGE INC,Originator,2010-05-01,2011-01-01,7
74148,IRELAND BANK,Originator,2010-05-01,2011-03-01,6
74150,MORTGAGE FIRST CORPORATION,Originator,2010-05-01,2011-03-01,11
74167,INTERCOASTAL MORTGAGE COMPANY,Originator,2010-05-01,2020-06-01,122
74167,"INTERCOASTAL MORTGAGE, LLC",Originator,2020-07-01,2025-06-01,60
74167,INTERCOASTAL MORTGAGE COMPANY,Sponsor,2019-07-01,2019-09-01,2
74175,NEWBRIDGE BANK,Originator,2010-05-01,2016-04-01,70
74178,CLARK-ALLENBACH GROUP,Originator,2010-05-01,2011-02-01,9
74191,1ST FINANCIAL LENDING CORPORATION,Originator,2010-05-01,2011-04-01,12
74198,HAMILTON MORTGAGE CORPORATION,Originator,2010-05-01,2025-06-01,182
74198,HAMILTON MORTGAGE CORPORATION,Sponsor,2018-03-01,2019-12-01,17
74206,TEXAS BANK,Originator,2010-05-01,2022-02-01,108
74206,TEXASBANK,Originator,2022-03-01,2025-06-01,37
74223,RESIDENTIAL MORTGAGE PROFESSIONALS LTD,Originator,2010-05-01,2010-07-01,3
74227,F AND M BANK TRUST COMPANY,Originator,2010-05-01,2014-04-01,48
74250,GEORGIA MORTGAGE SERVICES,Originator,2010-05-01,2011-05-01,11
74251,FIRST MORTGAGE RESOURCE CORPORATION,Originator,2010-05-01,2011-03-01,11
74254,COLONIAL MORTGAGE CORP,Originator,2010-06-01,2010-12-01,5
74260,MOUNTAIN WEST FINANCIAL INC,Originator,2010-05-01,2024-06-01,170
74260,MOUNTAIN WEST FINANCIAL INC,Sponsor,2010-05-01,2024-04-01,159
74263,RESOURCE LENDERS INC,Originator,2010-05-01,2019-06-01,110
74263,RESOURCE LENDERS INC,Sponsor,2010-05-01,2019-05-01,105
74264,AMERISTAR MORTGAGE CORPORATION,Originator,2010-06-01,2011-03-01,5
74265,FINANCIAL PARTNERS CREDIT UNION,Originator,2018-08-01,2023-09-01,5
74265,FINANCIAL PARTNERS CREDIT UNION,Sponsor,2010-06-01,2010-10-01,3
74272,FARMERS AND MERCHANTS TRUST CO,Originator,2010-05-01,2010-12-01,8
74288,BEACON FINANCIAL GROUP INC,Originator,2010-07-01,2010-07-01,1
74295,LINCOLN MORTGAGE COMPANY,Originator,2010-05-01,2014-04-01,48
74297,AMERICAN NATIONAL BANK,Originator,2010-05-01,2013-08-01,40
74297,AMERICAN NATIONAL BANK & TRUST,Originator,2013-09-01,2025-06-01,129
74298,CITIZENS NATIONAL BANK SPRINGFIELD,Originator,2010-05-01,2010-11-01,4
74305,WHOGARA INC,Originator,2010-06-01,2011-03-01,3
74317,FIVE POINTS BANK,Originator,2010-05-01,2011-02-01,10
74336,MONARCH COMMUNITY BANK,Originator,2010-05-01,2011-02-01,6
74354,FIVE STAR MORTGAGE CORP,Originator,2010-05-01,2011-01-01,8
74358,MISSOULA FEDERAL CREDIT UNION,Originator,2010-05-01,2011-01-01,4
74369,MORTGAGES UNLIMITED INC,Originator,2010-05-01,2011-07-01,15
74377,AMERICAN NATIONAL BANK,Originator,2010-05-01,2025-06-01,172
74377,AMERICAN NATIONAL BANK,Sponsor,2012-05-01,2012-05-01,1
74385,FIRST MUTUAL CORP,Originator,2010-05-01,2010-06-01,2
74385,FIRST MUTUAL CORPORATION,Originator,2010-07-01,2011-04-01,10
74393,COMMUNITY BANK VERNON CENTER,Originator,2010-05-01,2010-06-01,2
74393,COMMUNITY BANK MANKATO,Originator,2010-07-01,2013-01-01,17
74394,THE PEOPLES BK OF BULLITT CNTY,Originator,2010-06-01,2011-02-01,4
744,REDSTONE FEDERAL CREDIT UNION,Originator,2023-01-01,2025-06-01,19
74400,AUSTIN-WILLIAMS MORTGAGE CORP,Originator,2010-05-01,2011-02-01,10
74408,COLORADO BANK AND TRUST CO LA JUNTA,Originator,2010-07-01,2011-01-01,6
74419,PHELPS COUNTY BANK,Originator,2010-06-01,2010-12-01,4
74422,SKY VALLEY FINANCIAL INC,Originator,2010-05-01,2011-11-01,12
74423,FIRST HOME MORTGAGE CORP,Originator,2010-05-01,2025-06-01,182
74423,FIRST HOME MORTGAGE CORP,Sponsor,2010-05-01,2011-01-01,5
74435,AMERIFIRST FINANCIAL INC,Originator,2010-05-01,2023-10-01,157
74435,AMERIFIRST FINANCIAL INC,Sponsor,2016-09-01,2022-09-01,7
74444,CLS MORTGAGE INC,Originator,2010-11-01,2010-11-01,1
74463,NEW MARKET BANK,Originator,2010-12-01,2010-12-01,1
74464,ORANGE FINANCIAL CORPORATION,Originator,2010-05-01,2011-01-01,3
74465,ORLANDO FINANCIAL CENTER INC,Originator,2010-05-01,2011-03-01,11
74466,RIGHT MORTGAGE COMPANY,Originator,2010-05-01,2010-05-01,1
74471,COMMUNITY CHOICE CREDIT UNION,Originator,2010-05-01,2011-02-01,6
74479,FIRST FARMERS AND MERCHANTS NATIONAL BK,Originator,2010-06-01,2010-06-01,1
74496,CENTRAL TRUST BANK,Originator,2010-05-01,2025-06-01,109
74496,CENTRAL TRUST BANK,Sponsor,2018-01-01,2024-05-01,50
74497,LINN AREA CREDIT UNION,Originator,2010-05-01,2011-03-01,11
74503,TECHE FEDERAL BANK,Originator,2010-05-01,2011-01-01,8
74509,BNC NATIONAL BANK,Originator,2010-05-01,2023-08-01,160
74509,BNC NATIONAL BANK,Sponsor,2010-05-01,2012-12-01,7
74511,MIDWEST HERITAGE BANK FSB,Originator,2010-05-01,2011-02-01,10
74512,HSBC MORTGAGE CORPORATION,Originator,2010-05-01,2011-11-01,16
74516,AXIOM MORTGAGE BANKERS CORPORATION,Originator,2010-07-01,2010-08-01,2
74517,FRANKLIN SAVINGS BANK,Originator,2010-06-01,2011-01-01,5
74518,FIRST NATIONAL BANK,Originator,2010-05-01,2011-03-01,5
74535,NATIONALONE MORTGAGE CORP,Originator,2010-05-01,2011-05-01,13
74538,FIRST CREDIT UNION,Originator,2010-06-01,2011-01-01,3
74542,HOMETOWN MORTGAGE COMPANY INC,Originator,2010-05-01,2011-03-01,11
74543,TMG FINANCIAL SERVICES INC,Originator,2010-05-01,2011-04-01,11
74565,OLD MISSION MORTGAGE INC,Originator,2010-05-01,2011-03-01,8
74572,RIO VISTA MORTGAGE CORPORATION,Originator,2010-06-01,2011-02-01,6
74575,FAIRFIELD COUNTY BANK,Originator,2010-05-01,2020-06-01,69
74579,BUTTE COMMUNITY BANK,Originator,2010-05-01,2010-11-01,4
74597,BROADVIEW MORTGAGE CORPORATION,Originator,2010-05-01,2018-06-01,98
74597,BROADVIEW MORTGAGE CORPORATION,Sponsor,2010-05-01,2017-07-01,86
74601,OXFORD MORTGAGE INCORPORATED,Originator,2010-05-01,2010-12-01,8
74605,RMC VANGUARD MORTGAGE CORPORATION,Originator,2010-05-01,2014-06-01,48
74609,MOUNTAIN WEST BANK OF HELENA NA,Originator,2010-05-01,2011-03-01,11
74609,MOUNTAIN WEST BANK NA,Originator,2011-04-01,2014-12-01,41
74611,CARROLLTON BANK,Originator,2010-05-01,2014-03-01,39
74616,FAIRFAX MORTGAGE INVESTMENT INC,Originator,2010-05-01,2011-05-01,11
74620,UNIWEST MORTGAGE CORPORATION,Originator,2010-05-01,2010-06-01,2
74630,SECURITY FIRST BANK,Originator,2010-07-01,2011-04-01,6
74636,TRUST ONE MORTGAGE CORPORATION,Originator,2010-05-01,2011-08-01,16
74636,TRUST ONE MORTGAGE CORPORATION,Sponsor,2010-05-01,2014-10-01,17
74641,MORTGAGE CONSULTANTS INC,Originator,2010-05-01,2010-11-01,7
74642,EAGLE NATIONAL BANK,Originator,2010-05-01,2010-10-01,3
74642,EAGLE NATIONAL BANK,Sponsor,2010-05-01,2011-03-01,11
74666,HERITAGE MORTGAGE CORPORATION,Originator,2010-05-01,2011-02-01,10
74694,TRI PARISH BANK,Originator,2010-06-01,2011-09-01,6
74695,ALLIED HOME MORTGAGE CORPORATION,Originator,2010-11-01,2012-01-01,14
74695,ALLQUEST HOME MORTGAGE CORPORATION,Originator,2012-02-01,2012-03-01,2
74695,ALLIED HOME MORTGAGE CORPORATION,Sponsor,2010-05-01,2011-10-01,17
747,"THE MORTGAGE LINK, INC.",Originator,2020-03-01,2025-06-01,57
74700,BENCHMARK BANK,Originator,2012-01-01,2017-05-01,16
74711,KARMA MORTGAGE CORPORATION,Originator,2010-05-01,2011-06-01,12
74719,HERITAGE BANK,Originator,2010-05-01,2011-02-01,8
74720,TOWNE AND COUNTRY MORTGAGE,Originator,2010-07-01,2011-01-01,3
74724,TROY BANK AND TRUST CO,Originator,2010-05-01,2011-01-01,9
74729,"KLEBERG MORTGAGE CENTER, INC.",Originator,2010-05-01,2010-05-01,1
74737,ALLIANCE BANK,Originator,2010-05-01,2011-05-01,11
74745,ORNL FEDERAL CREDIT UNION,Originator,2010-05-01,2011-03-01,5
74748,GTE FEDERAL CREDIT UNION,Originator,2010-10-01,2025-06-01,135
74748,GTE FEDERAL CREDIT UNION,Sponsor,2014-01-01,2019-08-01,52
74751,CONTINENTAL MORTGAGE BANKERS,Originator,2010-05-01,2025-06-01,180
74751,CONTINENTAL MORTGAGE BANKERS,Sponsor,2010-06-01,2010-09-01,2
74756,THE TRUST BANK,Originator,2011-02-01,2011-04-01,2
74759,MORTGAGE HOUSE INC,Originator,2010-05-01,2011-02-01,9
74780,FIRST FEDERAL BANK OF FLORIDA,Originator,2010-05-01,2018-07-01,99
74780,FIRST FEDERAL BANK,Originator,2018-08-01,2025-06-01,83
74780,FIRST FEDERAL BANK OF FLORIDA,Sponsor,2010-05-01,2018-07-01,98
74780,FIRST FEDERAL BANK,Sponsor,2018-08-01,2025-06-01,82
748,M SQUARED FINANCIAL LLC,Originator,2021-05-01,2025-06-01,49
748,M SQUARED FINANCIAL LLC,Sponsor,2024-05-01,2024-05-01,1
74805,CONNECTICUT RIVER BANK,Sponsor,2010-08-01,2011-03-01,4
74806,SELECT MORTGAGE CORP,Originator,2010-05-01,2010-05-01,1
74827,CLARK COUNTY CREDIT UNION,Originator,2010-05-01,2011-03-01,11
74836,FRANKLIN LOAN CORPORATION,Originator,2010-05-01,2025-06-01,181
74836,FRANKLIN LOAN CORPORATION,Sponsor,2016-09-01,2016-09-01,1
74840,NATIONALMORTGAGE NETWORK INC,Originator,2010-05-01,2010-05-01,1
74848,SOUTHWEST BANK,Originator,2010-05-01,2018-03-01,86
74850,VICTORY MORTGAGE LTD,Originator,2010-05-01,2019-09-01,113
74850,VICTORY MORTGAGE LLC,Originator,2019-10-01,2025-06-01,69
74850,VICTORY MORTGAGE LTD,Sponsor,2010-05-01,2016-10-01,12
74851,MONTANA MORTGAGE COMPANY,Originator,2010-05-01,2011-01-01,8
74872,COMMUNITY TRUST BANK,Originator,2010-05-01,2015-09-01,65
74872,ORIGIN BANK,Originator,2015-10-01,2025-06-01,117
74872,COMMUNITY TRUST BANK,Sponsor,2013-05-01,2015-09-01,28
74872,ORIGIN BANK,Sponsor,2015-10-01,2021-12-01,61
74885,TRUPOINT BANK,Originator,2010-05-01,2010-11-01,6
74905,FIRST NATIONAL BANK AND TR MTN HOME,Originator,2010-05-01,2012-07-01,13
74905,INTEGRITY FIRST BANK,Originator,2012-10-01,2018-04-01,32
74915,MFC MORTGAGE INC OF FLORIDA,Originator,2010-05-01,2012-07-01,25
74918,RESIDENTIAL MORTGAGE SVCS INC,Originator,2010-05-01,2022-01-01,141
74918,RESIDENTIAL MORTGAGE SVCS INC,Sponsor,2011-09-01,2018-03-01,11
74930,WESTWIND MORTGAGE BANCORP,Originator,2010-08-01,2011-01-01,4
74931,RESIDENTIAL MORTGAGE CORP,Originator,2010-05-01,2010-07-01,3
74941,DW BROWN MORTGAGE CORP,Originator,2010-05-01,2011-03-01,11
74969,FIRST PREFERENCE MTG CORP,Originator,2010-05-01,2023-12-01,164
74969,FIRST PREFERENCE MTG CORP,Sponsor,2010-05-01,2022-08-01,10
74984,UTAH MORTGAGE LOAN CORP,Originator,2010-05-01,2025-05-01,175
74984,UTAH MORTGAGE LOAN CORP,Sponsor,2010-09-01,2017-12-01,2
74991,"TAYLOR,BEAN & WHITAKER MORTGAGE CORP",Originator,2010-05-01,2011-04-01,9
74991,"TAYLOR,BEAN & WHITAKER MORTGAGE CORP",Sponsor,2010-05-01,2013-05-01,17
74994,NEIGHBORS FINANCIAL CORP,Originator,2010-05-01,2019-05-01,108
75,FIRST STANDARD FINANCIAL CORP.,Originator,2015-05-01,2025-05-01,100
75011,C M MORTGAGE SERVICES,Originator,2010-05-01,2011-01-01,9
75014,HILTON FINANCIAL CORPORATION,Originator,2010-09-01,2010-12-01,3
75023,FREEL AND STRINGER FIN SER INC,Originator,2010-05-01,2011-02-01,10
75035,LANDMARK MORTGAGE CORPORATION,Originator,2010-05-01,2010-11-01,7
75038,CITIZENS UNION BANK,Originator,2010-05-01,2022-02-01,140
75054,STEARNS LENDING INC,Originator,2010-05-01,2014-10-01,54
75054,STEARNS LENDING LLC,Originator,2014-11-01,2022-03-01,89
75054,STEARNS LENDING INC,Sponsor,2010-05-01,2014-10-01,53
75054,STEARNS LENDING LLC,Sponsor,2014-11-01,2022-03-01,89
75058,PROVIDENT HOME LOANS INCORPORATED,Originator,2010-05-01,2011-03-01,11
75073,ALLIED HOME MORTGAGE CAPITAL CORPORATION,Originator,2010-05-01,2012-01-01,17
75084,CITIZENS NATIONAL BANK,Originator,2010-07-01,2023-12-01,5
75107,CASS COUNTY BANK,Originator,2010-10-01,2010-11-01,2
75111,PRINCETON MORTGAGE CORPORATION,Originator,2010-05-01,2025-06-01,172
75111,PRINCETON MORTGAGE CORPORATION,Sponsor,2011-03-01,2022-12-01,129
75127,STATE BANK,Originator,2010-10-01,2010-10-01,1
75134,RICHFIELD-BLOOMINGTON CREDIT U,Originator,2010-06-01,2011-03-01,8
75154,COMMUNITY BANK,Originator,2010-06-01,2011-02-01,6
75159,FREEDOM MORTGAGE CORPORATION,Originator,2010-05-01,2025-06-01,182
75159,FREEDOM MORTGAGE CORPORATION,Sponsor,2010-05-01,2025-06-01,181
75164,RESIDENTIAL MORTGAGE CORP,Originator,2010-05-01,2020-07-01,110
75164,RESIDENTIAL MORTGAGE CORP,Sponsor,2013-05-01,2018-12-01,31
75168,FIRST GUARANTY MORTGAGE CORP,Originator,2010-05-01,2023-04-01,152
75168,FIRST GUARANTY MORTGAGE CORP,Sponsor,2010-05-01,2022-09-01,148
75196,CENTURY PREFERRED MORTGAGE,Originator,2010-05-01,2010-06-01,2
75204,CASTLE BANK NA,Originator,2010-05-01,2010-06-01,2
75218,FIRST FEDERAL SAVINGS BANK TWIN FALLS,Originator,2010-05-01,2025-06-01,148
75223,NATIONAL BANK,Originator,2010-05-01,2014-02-01,45
75229,MARITIME MORTGAGE CORP,Originator,2010-10-01,2011-01-01,2
75238,UNITED NORTHERN MORTGAGE BANKERS LTD,Originator,2010-05-01,2021-02-01,130
75238,UNMB HOME LOANS INC.,Originator,2021-03-01,2025-06-01,52
75238,UNITED NORTHERN MORTGAGE BANKERS LTD,Sponsor,2014-04-01,2016-12-01,29
75246,AMERICAN LENDING GROUP INC,Originator,2010-10-01,2010-10-01,1
75250,BANK OF RIPLEY,Originator,2010-08-01,2010-08-01,1
75251,INTERATE MORTGAGE CORPORATION,Originator,2010-06-01,2010-09-01,3
75268,KEMBA COLUMBUS CREDIT UNION,Originator,2010-05-01,2011-01-01,7
75271,FIRST COMMERCIAL BANK,Originator,2010-05-01,2019-02-01,70
75273,NVR MORTGAGE FINANCE INC,Originator,2010-05-01,2025-06-01,182
75273,NVR MORTGAGE FINANCE INC,Sponsor,2010-05-01,2023-05-01,16
75289,TOPLINE FEDERAL CREDIT UNION,Originator,2010-06-01,2011-02-01,7
753,THE FIDELITY BANK,Originator,2019-04-01,2025-06-01,66
75304,URBAN FIRSTFUNDING CORP,Originator,2010-05-01,2011-02-01,10
75307,NATIONAL BANK OF KANSAS CITY,Originator,2010-05-01,2016-01-01,69
75307,NBKC BANK,Originator,2016-02-01,2025-06-01,111
75307,NATIONAL BANK OF KANSAS CITY,Sponsor,2015-06-01,2015-06-01,1
75326,WASHINGTON MUTUAL BANK FA NAMC,Originator,2010-11-01,2010-11-01,1
75328,NEW ENGLAND REGIONAL MORTGAGE CORP,Originator,2010-05-01,2024-08-01,151
75328,NEW ENGLAND REGIONAL MORTGAGE CORP,Sponsor,2010-08-01,2010-08-01,1
75330,FIRST SECURITY MORTGAGE INC,Originator,2010-05-01,2019-11-01,109
75353,CCT ENTERPRISES INC,Originator,2010-06-01,2010-07-01,2
75372,UNION TRUST MORTGAGE CORP,Originator,2010-05-01,2015-07-01,61
75381,HOME FINANCE CORPORATION,Originator,2010-06-01,2010-06-01,1
75382,SECURITY FEDERAL SAVINGS BANK,Originator,2010-05-01,2021-08-01,61
75395,NATIONS BANKERS MORTGAGE,Originator,2010-06-01,2011-01-01,4
75396,ATLANTIC MORTGAGE SERVICES INC,Originator,2010-05-01,2011-01-01,5
75397,FORCE INC,Originator,2010-05-01,2011-04-01,9
75401,CITIZENS STATE BANK,Originator,2010-07-01,2010-09-01,2
75425,MID AMERICA MORTGAGE SERVICES KANSAS INC,Originator,2010-05-01,2011-03-01,11
75432,CAPITAL BANK,Originator,2010-05-01,2012-02-01,22
75451,MIDWEST LOAN SOLUTIONS INC,Originator,2018-11-01,2020-06-01,11
75451,MIDWEST LOAN SOLUTIONS INC,Sponsor,2018-07-01,2020-06-01,21
75458,UNITED MORTGAGE CORP,Originator,2010-06-01,2025-06-01,181
75458,UNITED MORTGAGE CORP,Sponsor,2010-05-01,2023-09-01,84
75476,DUNNE AND COMPANY MORTGAGE LENDERS,Originator,2010-05-01,2011-03-01,11
75481,MMS MORTGAGE SERVICES LTD,Originator,2010-05-01,2025-06-01,167
75481,MMS MORTGAGE SERVICES LTD,Sponsor,2012-06-01,2022-06-01,4
