institution_number,institution_name,type,first_date,last_date,num_months
11299,TEACHERS CREDIT UNION,Originator,2010-07-01,2011-03-01,8
11311,SUSAN MITTMAN REAL ESTATE INC,Originator,2010-05-01,2011-06-01,5
11312,O BRIEN MORTGAGE SERVICES INC,Originator,2010-05-01,2011-01-01,5
11319,AZTEC EMPIRE INC,Originator,2010-05-01,2011-02-01,10
11322,CAPITAL LENDING CORP,Originator,2010-05-01,2011-04-01,11
11330,FIRST NATIONAL BANK AND TR CO,Originator,2011-02-01,2011-02-01,1
11332,MOUNT VERNON MORTGAGE CORP,Originator,2010-05-01,2011-01-01,8
11338,SAVANNAH BANK NA,Originator,2010-05-01,2010-11-01,6
1134,"STONE MEADOW LENDING, LLC",Originator,2022-08-01,2025-06-01,34
11352,GENESIS HOME MORTGAGE CORPORATION,Originator,2010-05-01,2011-06-01,13
11357,TRISTATE MORTGAGE CORP,Originator,2010-05-01,2011-03-01,9
11362,LENDERS DEPOT INC,Originator,2010-05-01,2010-05-01,1
11374,DEVLIN INC,Originator,2010-05-01,2011-04-01,11
1138,"LENDLO MORTGAGE, LLC",Originator,2022-07-01,2025-06-01,36
1138,"LENDLO MORTGAGE, LLC",Sponsor,2024-12-01,2024-12-01,1
1139,FIRST FINANCIAL BANK,Originator,2010-12-01,2010-12-01,1
11390,FIRST COMMUNITY BANK OF EAST TENNESSEE,Originator,2010-05-01,2010-10-01,5
1140,"ORIGINPOINT, LLC",Originator,2022-07-01,2025-06-01,35
11404,MORTGAGE CORPORATION OF AMERICA,Originator,2010-05-01,2011-04-01,9
1141,PINNACLE BANK,Originator,2010-05-01,2011-01-01,9
11416,SOUTHERN TRUST MORTGAGE LLC,Originator,2010-05-01,2025-06-01,182
11416,SOUTHERN TRUST MORTGAGE LLC,Sponsor,2010-05-01,2013-05-01,20
11436,HILTON MORTGAGE CORPORATION II,Originator,2010-05-01,2011-01-01,4
11446,MORTGAGE FUNDING GROUP INC,Originator,2010-05-01,2011-03-01,7
11450,WISE FINANCIAL GROUP,Originator,2010-05-01,2010-05-01,1
11451,1ST RATE MORTGAGE INC,Originator,2010-05-01,2011-03-01,9
11452,USA FINANCIAL RESOURCES INC,Originator,2010-07-01,2010-12-01,5
11459,NORTH CAPITAL MORTGAGE CORP,Originator,2010-06-01,2010-12-01,6
11461,ASPEN MORTGAGE CORPORATION,Originator,2010-05-01,2011-04-01,5
11464,VENTANA MORTGAGE CORPORATION,Originator,2010-05-01,2010-07-01,3
11465,LHM FINANCIAL CORPORATION,Originator,2010-05-01,2023-03-01,155
11465,LHM FINANCIAL CORPORATION,Sponsor,2010-06-01,2023-03-01,149
11474,KLEINBANK,Originator,2010-05-01,2019-01-01,103
11479,CITIZENS NATIONAL BANK,Originator,2010-07-01,2011-04-01,4
11484,WESTERN COMMUNITY BANK,Originator,2010-06-01,2010-06-01,1
11485,UNITY BANK,Originator,2010-09-01,2011-03-01,5
11486,FIVE STAR BANK,Originator,2010-08-01,2025-06-01,159
11486,FIVE STAR BANK,Sponsor,2010-05-01,2010-08-01,4
11489,HOMEFREE FUNDING INC,Originator,2010-05-01,2010-11-01,6
11494,KEELAN CORPORATION,Originator,2010-06-01,2010-06-01,1
11497,EXPRESS HOME LOANS INC,Originator,2010-11-01,2011-02-01,3
115,PATRIOT FEDERAL CREDIT UNION,Originator,2017-01-01,2024-06-01,72
11503,MADISON COMMUNITY BANK NA,Originator,2010-05-01,2011-01-01,9
11503,FIRST MERCHANTS BANK CENTRAL INDIANA NA,Originator,2011-02-01,2011-05-01,4
11509,METROPOLITAN MORTGAGE INC,Originator,2010-06-01,2011-01-01,5
11511,FEDERATED LENDING CORP,Originator,2010-05-01,2024-10-01,109
115118,ALASKA USA FEDERAL CREDIT UNION,Sponsor,2016-01-01,2016-01-01,1
11521,KAISER FINANCIAL SERVICES,Originator,2010-05-01,2011-05-01,5
11525,J T INC,Originator,2010-05-01,2011-03-01,10
11529,FIRST CHOICE LENDING INC,Originator,2010-06-01,2010-12-01,6
11530,CONNELL INVESTMENTS INC,Originator,2010-05-01,2011-08-01,12
11532,UNITED CAPITAL FINANCIAL INC,Originator,2010-05-01,2011-01-01,8
11536,MORTGAGEWORKS INC,Originator,2010-07-01,2010-07-01,1
1154,"TRADITIONAL BANK, INC.",Originator,2022-10-01,2025-06-01,31
11547,FUNDING SOURCE LLC,Originator,2010-05-01,2014-11-01,48
11547,FUNDING SOURCE LLC,Sponsor,2010-07-01,2010-07-01,1
11552,ENTERPRISE MORTGAGE CORP,Originator,2010-05-01,2010-09-01,2
11563,FIRST FUNDING INC,Originator,2010-05-01,2011-03-01,10
11565,GRANDEUR FINANCIAL OF OREGON INC,Originator,2010-05-01,2011-03-01,10
11572,FIRST MORTGAGE GROUP LLC,Originator,2010-05-01,2011-04-01,9
11574,"ASSOCIATED MORTGAGE BANKERS, INC.",Originator,2010-05-01,2025-03-01,163
11574,"ASSOCIATED MORTGAGE BANKERS, INC.",Sponsor,2012-02-01,2018-01-01,7
11575,DML MORTGAGE ENTERPRISE INC,Originator,2010-05-01,2011-05-01,13
11576,GEO-CORP INC,Originator,2010-05-01,2025-06-01,180
11576,GEO-CORP INC,Sponsor,2023-05-01,2025-06-01,26
11579,THREE RIVERS MORTGAGE INC,Originator,2010-05-01,2011-01-01,9
1158,FILO MORTGAGE LLC,Originator,2022-10-01,2025-06-01,33
1158,FILO MORTGAGE LLC,Sponsor,2025-05-01,2025-05-01,1
116,ADAMS BANK & TRUST,Originator,2015-03-01,2025-05-01,90
11603,AMERICAN NATIONAL MORTGAGE CORP,Originator,2010-05-01,2010-12-01,7
11614,GOLD CREDIT CORPORATION,Originator,2010-05-01,2010-05-01,1
1163,CENTRAL STATE BANK,Originator,2010-05-01,2011-02-01,10
11632,SIGNATURE MORTGAGE CORP,Originator,2010-05-01,2021-12-01,138
11632,SIGNATURE MORTGAGE CORP,Sponsor,2011-12-01,2011-12-01,1
1164,PONCE BANK,Originator,2023-04-01,2023-10-01,3
11641,PROFESSIONAL MORTGAGE ASSOCIATES LTD,Originator,2010-05-01,2011-01-01,7
11644,OAK MORTGAGE COMPANY LLC,Originator,2010-05-01,2018-05-01,97
11644,OAK MORTGAGE COMPANY LLC,Sponsor,2011-06-01,2011-06-01,1
11647,AAA MORTGAGE CORP,Originator,2010-05-01,2011-02-01,10
11660,CANON NATIONAL BANK OF CANON CITY,Originator,2010-05-01,2016-02-01,63
11663,DOW MORTGAGE COMPANY,Originator,2010-05-01,2011-01-01,9
11677,RELIANT COMMUNITY FEDERAL CREDIT UNION,Originator,2010-05-01,2011-03-01,6
1168,"HARMONY HOME LENDING, LLC",Originator,2025-06-01,2025-06-01,1
11686,ASSET MORTGAGE CORPORATION,Originator,2010-05-01,2010-11-01,3
11689,VILLAGE BANK MORTGAGE CORPORATION,Originator,2010-05-01,2025-03-01,178
11689,VILLAGE BANK MORTGAGE CORPORATION,Sponsor,2010-05-01,2011-12-01,19
1169,LOANFRONT LLC,Originator,2022-07-01,2024-07-01,25
11690,MORTGAGE CONNECTION,Originator,2010-05-01,2011-05-01,11
11693,NORTHERN TRUST COMPANY,Originator,2010-06-01,2011-08-01,13
117,GET A RATE LLC,Originator,2016-01-01,2023-02-01,86
11700,RES-COM MORTGAGE CORP,Originator,2010-06-01,2010-11-01,5
11701,SPOKANE TEACHERS CREDIT UNION,Originator,2010-06-01,2025-06-01,14
11705,IDEAL FINANCIAL SERVICES CORP,Originator,2010-05-01,2010-05-01,1
11708,MID AMERICA BANK,Originator,2010-05-01,2010-12-01,8
11717,AAA MORTGAGE GROUP INC,Originator,2010-09-01,2010-09-01,1
11727,BANKIOWA,Originator,2010-05-01,2024-02-01,101
11728,VALLEY MORTGAGE CO INC,Originator,2010-05-01,2011-01-01,3
11733,MSC FINANCIAL INC,Originator,2010-05-01,2010-12-01,7
11736,FIRST MIDWEST BANK,Originator,2013-07-01,2022-03-01,105
11739,DIRECT MORTGAGE CORP,Originator,2010-05-01,2025-05-01,155
11739,DIRECT MORTGAGE CORP,Sponsor,2010-05-01,2025-05-01,177
1175,"SUCCESS LENDING, LLC",Originator,2022-11-01,2025-06-01,30
11753,APPROVAL ONE FINANCIAL SERVICE,Originator,2010-05-01,2011-03-01,10
11759,MORTGAGE SOLUTIONS,Originator,2010-05-01,2011-03-01,10
11762,FIRST COUNTY BANK,Originator,2010-05-01,2017-11-01,77
11765,EMBASSY MORTGAGE GROUP INC,Originator,2010-05-01,2011-02-01,10
11771,LEWIS HUNT ENTERPRISES INC,Originator,2010-05-01,2011-04-01,12
11775,STANDARD PACIFIC MORTGAGE INC,Originator,2010-05-01,2016-04-01,71
11777,ASPURU MORTGAGE CORP,Originator,2010-05-01,2011-03-01,8
11783,VANTAGE POINT MORTGAGE INC,Originator,2010-05-01,2011-04-01,9
11785,DYNAMIC FINANCIAL CONSULTANTS INC,Originator,2010-10-01,2010-12-01,2
1179,THE FIRST NATIONAL BANK OF FORT SMITH,Originator,2022-12-01,2025-06-01,28
11790,TIDEWATER MORTGAGE SERVICES INC,Originator,2010-05-01,2025-06-01,182
11790,TIDEWATER MORTGAGE SERVICES INC,Sponsor,2010-05-01,2011-08-01,16
118,"ADVISA MORTGAGE SERVICES, LTD",Originator,2015-05-01,2023-03-01,94
118,"BRIGHTLAND MORTGAGE SERVICES, LTD",Originator,2023-04-01,2025-06-01,27
1180,"IBANEZ MORTGAGE GROUP, LLC",Originator,2023-01-01,2023-02-01,2
11805,STATEWIDE HOME MORTGAGE INC,Originator,2010-05-01,2011-03-01,11
11812,CROWN FINANCIAL SERVICES,Originator,2010-09-01,2011-03-01,6
1182,SCHOOLS FIRST FEDERAL CREDIT UNION,Originator,2022-12-01,2025-06-01,27
11821,ESTATE PLANNERS FINANCIAL INC,Originator,2010-11-01,2010-11-01,1
11829,ADVANTAGE LOANS INC,Originator,2010-05-01,2012-10-01,30
11839,G AND G RESIDENTIAL MORTGAGE,Originator,2010-08-01,2010-11-01,4
11845,LEADING EDGE MORTGAGE CORP,Originator,2010-06-01,2011-04-01,8
1185,OLD MISSOURI BANK,Originator,2022-09-01,2023-09-01,11
1185,OMB BANK,Originator,2023-10-01,2025-06-01,18
11851,FARMERS STATE BANK,Originator,2010-05-01,2011-02-01,10
11854,A J SMITH FEDERAL SAVINGS BANK,Originator,2010-05-01,2010-11-01,5
11858,PLAINS COMMERCE BANK,Originator,2010-05-01,2025-06-01,182
11858,PLAINS COMMERCE BANK,Sponsor,2018-06-01,2025-06-01,62
11866,ATLANTIC FINANCIAL INC,Originator,2010-05-01,2019-01-01,48
11872,NETWORK FUNDING LP,Originator,2010-05-01,2025-06-01,182
11872,NETWORK FUNDING LP,Sponsor,2010-05-01,2025-06-01,104
11876,GREENWOOD CREDIT UNION,Originator,2010-11-01,2011-03-01,3
11878,VALLEY MORTGAGE INC,Originator,2010-05-01,2010-10-01,5
11879,DAY FINANCIAL SERVICES,Originator,2010-05-01,2011-03-01,10
11892,INDEPENDENT MORTGAGE COMPANY,Originator,2010-05-01,2011-04-01,12
11899,THREE RIVERS FINANCIAL SERVICES INC,Originator,2010-05-01,2010-05-01,1
119,"ASCENT HOME LENDING, LLC",Originator,2015-07-01,2018-07-01,23
119,"STONEWOOD HOME LENDING, LLC",Originator,2021-02-01,2025-06-01,53
11901,OAKWOOD FINANCIAL CORPORATION,Originator,2010-06-01,2011-02-01,5
11904,EXCEL MORTGAGE INC,Originator,2010-05-01,2010-11-01,4
11908,RCRBL ENTERPRISES LTD,Originator,2010-07-01,2011-04-01,5
11909,NORTH SHORE TRUST AND SAVINGS,Originator,2010-05-01,2025-06-01,105
11912,CAPITAL ACCESS MORTGAGE,Originator,2010-05-01,2010-05-01,1
11913,MAGNOLIA MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-03-01,11
11915,PACIFIC COAST MORTGAGE INC,Originator,2010-05-01,2010-10-01,5
11922,PROGRESSIVE BANK,Originator,2010-05-01,2019-10-01,42
11933,DEVON BANK,Originator,2014-03-01,2024-07-01,36
11934,HARRIS NA,Originator,2010-05-01,2011-06-01,14
11934,BMO HARRIS BANK NA,Originator,2011-07-01,2023-08-01,143
11934,BMO BANK N.A.,Originator,2023-09-01,2025-06-01,22
11934,HARRIS NA,Sponsor,2010-12-01,2010-12-01,1
11934,BMO HARRIS BANK NA,Sponsor,2011-08-01,2012-06-01,11
11938,STANDARD BANK AND TRUST,Originator,2010-05-01,2017-03-01,54
11938,STANDARD BANK TRUST,Originator,2017-04-01,2017-05-01,2
11939,AMERICAN NATIONAL BANK,Originator,2010-05-01,2011-06-01,11
11940,DIRECTORS MORTGAGE COMPANY,Originator,2010-05-01,2011-04-01,9
11961,COMMUNITYONE BANK NA,Originator,2010-05-01,2017-03-01,37
11961,COMMUNITYONE BANK NA,Sponsor,2015-02-01,2015-02-01,1
11965,COAST CAPITAL INC,Originator,2010-05-01,2011-04-01,12
11967,NATIONSFIRST MORTGAGE CORPORATION,Originator,2010-05-01,2010-09-01,2
11970,VSI MORTGAGE CORPORATION,Originator,2010-06-01,2011-01-01,7
11984,STRATEGIC MORTGAGE CO,Originator,2010-05-01,2011-11-01,19
11986,FIRST FEDERAL SAVINGS AND LOAN,Originator,2010-05-01,2011-04-01,12
11986,FIRST FEDERAL SAVINGS BANK,Originator,2011-05-01,2025-06-01,137
1199,COUNTRY CLUB BANK,Originator,2022-10-01,2024-01-01,6
11990,BANK OF MILAN,Originator,2010-06-01,2010-12-01,2
11994,CAPITAL BANK,Originator,2010-05-01,2011-02-01,10
11999,DECATUR STATE BANK,Originator,2010-10-01,2011-01-01,2
12000,MORTGAGE EXPRESS INC,Originator,2010-08-01,2010-08-01,1
12004,MCGOWIN KING MORTGAGE LLC,Originator,2010-05-01,2011-06-01,13
12010,APR MORTGAGE CORP,Originator,2010-05-01,2011-04-01,12
12011,PARTNERS FUNDING SOURCE CORP,Originator,2010-07-01,2010-07-01,1
12015,AMERICAN PROPERTY FINANCIAL INC,Originator,2010-06-01,2010-09-01,3
12025,COMMUNITY SECURITY BANK,Originator,2010-06-01,2010-07-01,2
12030,MID RIVERS MORTGAGE,Originator,2010-05-01,2010-10-01,5
12032,HARTLAND MORTGAGE COMPANY LTD,Originator,2010-05-01,2011-03-01,11
12034,JOMAR FINANCIAL INC,Originator,2010-05-01,2011-02-01,3
12040,MEMBER OPTIONS LLC,Originator,2010-05-01,2011-03-01,11
12045,APPROVED FUNDING CORPORATION,Originator,2010-05-01,2019-10-01,43
12045,APPROVED FUNDING CORPORATION,Sponsor,2019-05-01,2019-05-01,1
1205,"LOANUNITED.COM, LLC",Originator,2022-11-01,2025-06-01,25
1205,"LOANUNITED.COM, LLC",Sponsor,2023-08-01,2025-06-01,23
12051,NORTHWESTERN MORTGAGE CO,Originator,2010-05-01,2011-02-01,10
12057,BIG VALLEY MORTGAGE COMPANY,Originator,2010-05-01,2011-03-01,7
1206,OMNI LENDING LLC,Originator,2023-03-01,2025-03-01,17
1206,OMNI LENDING LLC,Sponsor,2023-03-01,2023-03-01,1
1207,BETTER LENDING LLC,Originator,2024-11-01,2025-06-01,7
12075,COURTESY MORTGAGE COMPANY,Originator,2010-05-01,2010-11-01,7
12075,COURTESY MORTGAGE COMPANY,Sponsor,2010-06-01,2010-06-01,1
12087,HOMECORP MORTGAGE INC,Originator,2011-02-01,2011-03-01,2
12097,AMERICAN BANK OF OKLAHOMA,Originator,2010-09-01,2025-06-01,96
12100,PARTNERS IN MORTGAGE INC,Originator,2010-06-01,2011-04-01,9
12104,AMERICAN HOME LOANS,Originator,2010-07-01,2010-08-01,2
12109,ALEX CASTELLON AND ASSOCIATES INC,Originator,2010-05-01,2011-03-01,5
12113,MILLENIUM HOME MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,8
12116,GARFIELD MORTGAGE CORP,Originator,2010-06-01,2011-02-01,8
12117,R M K FINANCIAL CORP.,Originator,2010-05-01,2023-03-01,151
12117,R M K FINANCIAL CORP.,Sponsor,2011-01-01,2023-04-01,143
1213,"MORTGAGECOUNTRY, LLC",Originator,2023-02-01,2025-05-01,24
12131,PARAMOUNT BANK,Originator,2010-05-01,2010-11-01,7
12134,SUNMARK COMMUNITY BANK,Originator,2010-05-01,2011-02-01,9
12142,APPLE MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,11
12148,TRENT NISTLER AND ASSOCIATES INC,Originator,2010-05-01,2010-12-01,8
12157,PALOS BANK & TRUST CO,Originator,2010-06-01,2010-09-01,4
12164,LEWIN AND ASSOCIATES INC,Originator,2010-05-01,2010-12-01,8
12168,ZUNIGA ENTERPRISES INC,Originator,2010-06-01,2011-03-01,3
12176,EHJM MORTGAGE CORPORATION,Originator,2010-05-01,2011-04-01,10
12178,ACADIANA MORTGAGE OF LOUISIANNA INC,Originator,2010-05-01,2011-01-01,7
12181,"TOWN SQUARE MORTGAGE & INVESTMENTS, INC",Originator,2010-05-01,2020-12-01,128
12181,"TOWN SQUARE MORTGAGE & INVESTMENTS, LLC",Originator,2021-01-01,2024-08-01,42
12181,"TOWN SQUARE MORTGAGE & INVESTMENTS, INC",Sponsor,2010-12-01,2020-12-01,3
12181,"TOWN SQUARE MORTGAGE & INVESTMENTS, LLC",Sponsor,2023-06-01,2023-06-01,1
12183,VIST BANK,Originator,2010-05-01,2012-11-01,31
12186,AMERICAN PIONEER MORTGAGE SERV,Originator,2010-05-01,2011-02-01,6
12199,WELLS FARGO HOME MOTGAGE HI LLC,Originator,2010-05-01,2010-10-01,6
12199,WELLS FARGO HOME MORTGAGE HI LLC,Originator,2010-11-01,2011-12-01,13
12204,VALLEY BANK,Originator,2010-05-01,2014-10-01,52
12206,DIAMOND BANK FSB,Originator,2010-05-01,2011-03-01,9
12215,FINANCIAL ONE MORTGAGE,Originator,2010-06-01,2010-06-01,1
1222,EASTHAMPTON SAVINGS BANK,Originator,2023-01-01,2023-12-01,10
1222,BANKESB,Originator,2024-03-01,2025-06-01,15
12223,ACCEL MORTGAGE CORPORATION,Originator,2010-05-01,2010-06-01,2
12224,GSF MORTGAGE CORPORATION,Originator,2010-05-01,2021-10-01,138
12224,"GO MORTGAGE, LLC",Originator,2021-11-01,2025-06-01,44
12224,GSF MORTGAGE CORPORATION,Sponsor,2010-05-01,2017-09-01,37
12224,"GO MORTGAGE, LLC",Sponsor,2022-03-01,2025-04-01,11
12231,LIBERTY BANK OF ARKANSAS,Originator,2010-05-01,2014-08-01,46
12231,LIBERTY BANK OF ARKANSAS,Sponsor,2011-08-01,2011-08-01,1
12232,QUAD CITY BANK AND TRUST CO,Originator,2010-05-01,2012-03-01,19
12236,EXECUTIVE MORTGAGE GROUP,Originator,2010-05-01,2011-01-01,9
12239,ATLANTIC BAY MORTGAGE GROUP LLC,Originator,2010-05-01,2025-06-01,182
12239,ATLANTIC BAY MORTGAGE GROUP LLC,Sponsor,2010-05-01,2019-12-01,24
1224,CAPITAL PARTNERS MORTGAGE SERVICES LLC,Originator,2023-05-01,2025-06-01,23
12240,MC MORTGAGE INC,Originator,2010-06-01,2010-12-01,4
12241,FUNDAMERICA FINANCIAL SERVICES INC,Originator,2010-05-01,2011-05-01,13
12245,SELECT MORTGAGE GROUP LTD,Originator,2010-05-01,2011-02-01,10
12254,SHORELINE FUNDING,Originator,2010-05-01,2011-04-01,11
12265,LIBERTY MORTGAGE INC,Originator,2010-05-01,2011-08-01,12
12266,COAST TO COAST MORTGAGE INC,Originator,2010-05-01,2011-04-01,11
12268,TERRACE MORTGAGE COMPANY,Originator,2010-07-01,2013-11-01,34
12268,TERRACE MORTGAGE COMPANY,Sponsor,2010-05-01,2013-12-01,42
12271,LIBERTY MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,11
12273,METROPOLITAN HOME MTG INC,Originator,2010-05-01,2020-09-01,125
12273,"INTELLILOAN, INC.",Originator,2020-10-01,2025-06-01,57
12273,METROPOLITAN HOME MTG INC,Sponsor,2010-05-01,2019-05-01,4
12273,"INTELLILOAN, INC.",Sponsor,2024-11-01,2024-11-01,1
12276,JAMES F MESSINGER AND COMPANY,Originator,2010-05-01,2011-05-01,13
12277,A ANDERSON SCOTT MTG GRP INC,Originator,2010-05-01,2010-12-01,7
12290,MFS INVESTMENTS INC,Originator,2010-05-01,2010-09-01,5
12294,MONEY CONNECTION INC,Originator,2010-05-01,2011-02-01,9
12299,MEGA CAPITAL FUNDING INC,Originator,2011-02-01,2025-06-01,44
12299,MEGA CAPITAL FUNDING INC,Sponsor,2016-01-01,2025-06-01,113
12301,BANK OF LITTLE ROCK MORTGAGE CORP,Originator,2010-05-01,2025-06-01,182
12301,BANK OF LITTLE ROCK MORTGAGE CORP,Sponsor,2023-07-01,2023-07-01,1
12310,MID AMERICA MTG SOUTHWEST,Originator,2010-05-01,2011-02-01,7
12313,TOWN AND COUNTRY BANK SPINGFIELD,Originator,2010-05-01,2015-04-01,59
12313,TOWN AND COUNTRY BANK,Originator,2015-05-01,2023-02-01,94
12313,TOWN AND COUNTRY BANK SPINGFIELD,Sponsor,2011-07-01,2015-04-01,33
12313,TOWN AND COUNTRY BANK,Sponsor,2015-05-01,2022-07-01,58
1232,SCHUMACHER MORTGAGE LLC,Originator,2023-11-01,2025-06-01,16
12332,SOUTHERN MORTGAGE LEND GROUP,Originator,2010-05-01,2011-01-01,7
12334,OKLAHOMA EMPLOYEES CREDIT UNION,Originator,2011-08-01,2018-07-01,46
12334,OKLAHOMA'S CREDIT UNION,Originator,2018-09-01,2025-04-01,43
12342,SOUTHEASTERN FEDERAL CU,Originator,2010-05-01,2011-03-01,9
12346,AMISTAD BANK,Originator,2010-05-01,2011-03-01,9
12348,FLAHERTY FUNDING CORP,Originator,2010-05-01,2011-11-01,19
12348,FFC MORTGAGE CORP,Originator,2011-12-01,2023-06-01,111
12348,FLAHERTY FUNDING CORP,Sponsor,2010-05-01,2011-02-01,6
12349,MCINTOSH STATE BANK,Originator,2010-05-01,2011-01-01,6
1235,"ALV ENTERPRISES, INC",Originator,2023-10-01,2023-12-01,3
12351,D AND R MORTGAGE CORP,Originator,2010-05-01,2010-08-01,4
12364,FORTUNE MORTGAGE FUNDING CORP,Originator,2010-06-01,2010-06-01,1
1238,"GRAND RIVER MORTGAGE COMPANY, LLC",Originator,2023-02-01,2024-02-01,12
12380,LF FUNDING,Originator,2010-05-01,2011-03-01,10
12392,BI-COASTAL MORTGAGE INC,Originator,2010-06-01,2011-04-01,9
12397,COYNE FINANCIAL LLC,Originator,2010-05-01,2010-08-01,3
124,FINWORTH MORTGAGE LLC AN INSBANK COMPANY,Originator,2017-07-01,2018-10-01,13
12400,RESIDENTIAL MORTGAGE CORP,Originator,2010-05-01,2011-03-01,10
12401,ACTION MORTGAGE,Originator,2010-05-01,2010-09-01,5
12402,TERRITORY MORTGAGE INC,Originator,2010-05-01,2011-05-01,13
12406,MECHANIC MORTGAGE GROUP INC,Originator,2010-05-01,2011-01-01,8
12409,C A JACKSON AND COMPANY,Originator,2010-06-01,2011-01-01,5
1241,BANK OF FRANKEWING,Originator,2023-05-01,2025-06-01,24
12412,YOUR EQUITY SOURCE LLC,Originator,2010-05-01,2011-03-01,10
12417,JOLU INC,Originator,2010-05-01,2011-04-01,12
12421,USA MORTGAGE FUNDING LLC,Originator,2010-07-01,2011-01-01,2
12422,BANKERS FIRST MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
12442,DOMINION FIRST MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,9
1245,"AMERICAN MORTGAGE BANK, LLC",Originator,2023-05-01,2024-05-01,10
1245,"AMERICAN MORTGAGE BANK, INC.",Originator,2024-06-01,2025-06-01,13
1245,"AMERICAN MORTGAGE BANK, LLC",Sponsor,2024-02-01,2024-05-01,4
1245,"AMERICAN MORTGAGE BANK, INC.",Sponsor,2024-06-01,2025-04-01,9
12451,AXIOM FINANCIAL LLC,Originator,2010-05-01,2016-03-01,70
12451,AXIOM FINANCIAL LLC,Sponsor,2010-05-01,2015-04-01,56
12465,CRESTONE MORTGAGE COMPANY LLC,Originator,2010-05-01,2010-05-01,1
1247,FIRST STATE COMMUNITY BANK,Originator,2024-02-01,2025-06-01,17
12478,MM TWO THOUSAND FINANCIAL CORP,Originator,2010-05-01,2010-12-01,6
1248,FIRST NATIONAL BANK AND TRUST COMPANY OF,Originator,2023-08-01,2023-09-01,2
12480,FIRST FINANCIAL SERVICES,Originator,2010-05-01,2014-09-01,53
12483,SAAB FINANCIAL CORP,Originator,2010-05-01,2011-03-01,10
12485,INDUSTRIAL FEDERAL CREDIT UNION,Originator,2011-05-01,2011-09-01,4
12485,INDUSTRIAL FEDERAL CREDIT UNION,Sponsor,2010-05-01,2011-05-01,11
12489,BANK OF THE WEST,Originator,2010-05-01,2023-04-01,156
12489,BANK OF THE WEST,Sponsor,2013-12-01,2015-09-01,2
1249,STELLAR MORTGAGE CORPORATION,Originator,2024-04-01,2025-06-01,15
12495,RESIDENTIAL WHOLESALE MORTGAGE  INC,Originator,2010-05-01,2025-06-01,175
12495,RESIDENTIAL WHOLESALE MORTGAGE  INC,Sponsor,2010-06-01,2025-06-01,16
12497,MIDLAND SAVINGS AND LOAN ASSN,Originator,2010-08-01,2010-08-01,1
1250,PEAK RESIDENTIAL LENDING LLC,Originator,2023-06-01,2023-11-01,6
1250,PEAK RESIDENTIAL LENDING INC,Originator,2024-01-01,2025-06-01,18
1250,PEAK RESIDENTIAL LENDING LLC,Sponsor,2023-06-01,2023-06-01,1
12500,HURON VALLEY FINANCIAL INC,Originator,2010-05-01,2019-05-01,107
12500,HURON VALLEY FINANCIAL INC,Sponsor,2016-03-01,2019-04-01,30
12502,MONEYONE INC,Originator,2010-07-01,2011-03-01,7
12511,RESIDENTIAL MORTGAGE LLC,Originator,2010-05-01,2025-06-01,182
12511,RESIDENTIAL MORTGAGE LLC,Sponsor,2010-05-01,2023-03-01,145
12512,EMPIRE EQUITY GROUP INC,Originator,2010-05-01,2010-12-01,8
12513,PREMIER FINANCIAL SERVICES INC,Originator,2010-06-01,2010-09-01,2
12514,PATRIOT MORTGAGE,Originator,2010-05-01,2025-06-01,180
12514,PATRIOT MORTGAGE,Sponsor,2010-05-01,2018-06-01,77
12517,APPLE MORTGAGE NETWORK INC,Originator,2010-08-01,2011-05-01,3
1252,TIOGA-FRANKLIN SAVINGS BANK,Originator,2023-08-01,2024-07-01,6
12520,PLATINUM MORTGAGE INC,Originator,2010-05-01,2019-06-01,110
12520,PLATINUM MORTGAGE INC,Sponsor,2010-05-01,2019-07-01,110
12520,HOME POINT MORTGAGE ACCEPTANCE CORPORATI,Sponsor,2020-10-01,2020-10-01,1
12530,FIRST FINANCIAL CREDIT UNION,Originator,2010-05-01,2010-11-01,6
12535,FIRST FLORIDA HOME MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
12551,HOMESERVICES LENDING LLC,Originator,2010-05-01,2025-06-01,158
12552,JOHNSON MORTGAGE CO LLC,Originator,2010-05-01,2024-01-01,161
12552,JOHNSON MORTGAGE CO LLC,Sponsor,2010-05-01,2011-11-01,8
1257,SAVANNA-THOMSON STATE BANK,Originator,2023-04-01,2023-04-01,1
1257,FIDELITY BANK,Originator,2023-05-01,2025-06-01,25
12574,FIRST MIDWEST BANK OF DEXTER,Originator,2010-08-01,2010-09-01,2
12578,CROWN MORTGAGE COMPANY,Originator,2010-05-01,2025-05-01,160
12579,TAYLOR MORTGAGE INC,Originator,2010-05-01,2011-03-01,7
1258,BUILDERS CHOICE MORTGAGE LLC,Originator,2023-05-01,2025-06-01,26
12580,ROYAL FINANCIAL CORP,Originator,2010-05-01,2011-09-01,10
12587,UNITED HOME MORTGAGE CORPORATION,Originator,2010-06-01,2012-05-01,13
12591,MAGNA WEST INC,Originator,2010-06-01,2010-12-01,6
